2452266.61040 20.188 0.176 5.08 1125.0
2452271.58533 20.234 0.165 4.59 1049.0
2452285.56912 20.574 0.156 4.18 579.0
2452289.60500 20.836 0.232 4.89 521.0
2452291.61024 20.669 0.197 4.76 559.0
2452293.60656 20.711 0.224 4.77 729.0
2452297.60784 20.711 0.215 4.66 595.0
2452299.60249 20.486 0.208 4.43 1024.0
2452464.88465 20.571 0.176 4.67 739.0
2452468.87241 20.554 0.197 4.82 810.0
2452470.86334 20.872 0.214 5.32 465.0
2452472.88343 20.277 0.151 5.35 612.0
2452483.93030 20.544 0.154 3.78 694.0
2452489.81187 20.300 0.161 5.67 647.0
2452497.80833 20.621 0.211 4.33 1004.0
2452498.81563 20.366 0.179 5.03 811.0
2452499.90067 20.975 0.252 4.79 602.0
2452501.89560 20.398 0.156 4.26 830.0
2452502.87587 20.434 0.183 4.77 864.0
2452516.81882 20.739 0.276 4.95 1063.0
2452517.86582 20.516 0.209 4.73 913.0
2452518.84009 20.863 0.283 5.68 653.0
2452519.79137 20.518 0.153 4.25 704.0
2452521.78414 20.738 0.217 5.39 557.0
2452524.78705 20.367 0.208 6.28 713.0
2452526.81901 20.214 0.100 4.29 433.0
2452529.77755 20.283 0.114 3.93 696.0
2452535.73716 20.917 0.297 5.16 832.0
2452537.74363 20.577 0.282 6.01 1022.0
2452539.74006 20.470 0.180 4.19 942.0
2452540.78432 20.438 0.209 5.15 959.0
2452541.75210 20.571 0.183 4.15 809.0
2452542.72173 20.576 0.179 4.85 635.0
2452544.70339 20.583 0.171 4.77 498.0
2452545.71523 20.999 0.230 4.13 606.0
2452547.73337 20.404 0.152 4.49 646.0
2452548.75299 20.609 0.195 5.41 519.0
2452550.74811 20.654 0.228 6.11 562.0
2452551.73528 20.760 0.217 5.60 459.0
2452552.75066 20.946 0.223 4.74 494.0
2452553.69144 20.561 0.245 7.01 536.0
2452554.74379 20.522 0.164 4.48 607.0
2452555.75177 20.282 0.147 5.56 546.0
2452556.73099 20.644 0.177 4.62 555.0
2452557.74333 20.558 0.153 4.41 542.0
2452558.69987 20.926 0.243 4.08 856.0
2452559.65678 20.691 0.221 4.81 793.0
2452560.68991 20.464 0.143 3.96 615.0
2452562.70812 20.701 0.219 4.72 807.0
2452563.71614 20.734 0.210 4.27 834.0
2452565.72798 20.229 0.171 4.89 952.0
2452566.70696 20.993 0.299 4.19 972.0
2452574.68056 20.440 0.133 4.03 616.0
2452576.72503 20.392 0.150 4.56 623.0
2452577.68326 20.433 0.198 4.75 900.0
2452578.66833 20.455 0.194 4.69 924.0
2452579.67847 20.477 0.204 4.81 837.0
2452580.68676 20.251 0.134 4.12 823.0
2452583.66298 19.870 0.126 5.14 889.0
2452584.66529 20.502 0.183 4.52 809.0
2452587.65004 20.747 0.254 4.95 723.0
2452588.66191 20.281 0.154 4.56 882.0
2452589.64091 20.371 0.157 4.17 937.0
2452590.65788 20.606 0.186 4.02 762.0
2452593.64746 20.725 0.277 4.38 1156.0
2452594.65399 20.710 0.287 5.04 1061.0
2452596.62665 20.562 0.249 5.31 1021.0
2452598.69423 20.511 0.240 4.21 1535.0
2452608.55539 20.404 0.261 7.32 626.0
2452610.59208 20.378 0.221 5.66 974.0
2452615.61918 20.147 0.138 5.33 610.0
2452620.58958 20.349 0.219 5.41 1058.0
2452622.53734 20.699 0.236 4.57 868.0
2452632.56907 20.567 0.172 4.42 641.0
2452636.56551 20.338 0.189 5.98 637.0
2452639.56478 20.728 0.215 4.87 594.0
2452643.53775 20.587 0.238 5.39 764.0
2452649.54282 20.639 0.228 4.86 851.0
2452655.53632 19.896 0.195 6.18 1314.0
2452661.56527 20.380 0.134 4.24 566.0
2452665.53227 19.770 0.145 6.45 908.0
2452669.55840 20.390 0.196 6.34 555.0
2452674.54252 20.473 0.224 5.71 692.0
2452676.56335 20.506 0.180 3.91 788.0
2452805.89192 20.134 0.240 5.90 1693.0
2452815.91877 20.781 0.227 4.48 764.0
2452818.92663 20.976 0.233 3.62 786.0
2452831.85794 20.200 0.165 4.27 1293.0
2452832.80890 20.380 0.174 4.08 1138.0
2452833.90749 20.336 0.223 4.88 1306.0
2452835.89624 20.304 0.163 3.78 1214.0
2452838.88017 20.585 0.276 5.68 1052.0
2452840.88536 20.752 0.238 4.08 1052.0
2452843.87133 20.308 0.129 3.89 781.0
2452844.91266 20.149 0.143 4.87 752.0
2452848.81933 20.379 0.264 7.07 869.0
2452849.89738 20.422 0.175 4.47 909.0
2452850.92892 20.694 0.242 5.34 700.0
2452854.86890 20.906 0.289 5.73 613.0
2452857.87620 20.615 0.221 5.04 680.0
2452860.91585 20.399 0.123 3.89 575.0
2452861.78757 20.939 0.233 3.67 848.0
2452862.87367 20.574 0.213 3.89 1124.0
2452865.79800 20.096 0.220 3.66 3444.0
2452867.78749 20.642 0.193 4.63 648.0
2452868.82811 20.688 0.198 3.78 839.0
2452869.84910 20.164 0.141 3.65 978.0
2452870.85619 20.578 0.176 3.98 796.0
2452872.78030 20.627 0.149 3.85 574.0
2452875.84742 20.723 0.229 4.55 803.0
2452876.81638 20.727 0.196 4.35 612.0
2452877.84585 20.448 0.141 4.16 523.0
2452879.81061 20.585 0.139 4.37 434.0
2452884.76068 20.644 0.147 4.61 386.0
2452886.76644 20.480 0.182 6.34 406.0
2452893.78394 20.642 0.198 3.66 935.0
2452895.79479 20.674 0.166 3.61 725.0
2452897.74236 20.849 0.293 6.05 589.0
2452899.77466 20.611 0.132 3.37 604.0
2452903.79339 20.748 0.141 3.92 372.0
2452906.74215 20.388 0.114 4.20 428.0
2452908.71917 20.423 0.131 4.58 492.0
2452910.71401 20.506 0.176 4.82 567.0
2452912.71929 21.131 0.278 4.70 552.0
2452916.73261 20.729 0.138 3.32 508.0
2452922.70921 20.427 0.205 4.38 1141.0
2452924.65004 20.657 0.163 3.55 791.0
2452926.64415 20.393 0.187 3.98 1028.0
2452929.70557 20.941 0.269 5.08 571.0
2452931.68145 20.698 0.167 3.65 602.0
2452933.69364 20.691 0.130 3.14 546.0
2452935.65654 20.454 0.196 5.28 731.0
2452937.68167 20.495 0.216 5.51 783.0
2452939.65987 20.586 0.194 4.92 658.0
2452940.67415 20.587 0.135 3.55 535.0
2452942.67742 20.704 0.256 5.74 659.0
2452943.64617 20.753 0.228 4.40 851.0
2452944.62992 20.688 0.291 5.45 960.0
2452946.62850 20.390 0.166 4.49 805.0
2452947.65651 20.583 0.208 4.43 878.0
2452949.63736 20.743 0.224 3.77 1086.0
2452950.58885 20.588 0.189 3.35 1258.0
2452953.61756 20.522 0.197 3.45 1483.0
2452955.60257 20.523 0.260 6.05 836.0
2452957.61621 20.679 0.154 3.39 602.0
2452965.67312 20.656 0.187 4.47 615.0
2452968.63567 20.237 0.171 4.19 1113.0
2452971.64343 20.794 0.245 4.53 779.0
2452973.63196 20.617 0.220 4.66 835.0
2452975.52874 20.275 0.158 3.85 1087.0
2452977.62439 20.328 0.218 5.92 851.0
2452979.60467 20.618 0.290 5.37 1144.0
2452982.55927 20.311 0.184 4.87 1002.0
2452986.60059 20.460 0.158 4.41 569.0
2452988.57306 20.733 0.195 4.31 586.0
2452990.59186 20.426 0.187 5.15 717.0
2452993.59390 20.656 0.179 4.36 535.0
2452997.53768 20.658 0.227 4.55 722.0
2453000.59788 20.364 0.146 4.98 520.0
2453003.57340 20.390 0.193 4.87 795.0
2453006.56301 20.704 0.184 3.67 701.0
2453013.56299 20.343 0.158 4.37 816.0
2453022.56005 20.486 0.238 6.34 638.0
2453024.55923 20.295 0.167 4.86 752.0
2453026.52929 20.193 0.227 4.44 1958.0
2453030.53328 20.817 0.276 4.08 1105.0
2453032.55128 20.561 0.249 6.57 576.0
2453034.55079 20.737 0.174 4.04 538.0
2453038.54163 20.414 0.267 5.66 1093.0
2453179.93291 20.320 0.123 3.93 638.0
2453184.89677 20.269 0.182 5.48 846.0
2453193.91979 20.691 0.213 4.40 781.0
2453202.87973 20.502 0.181 4.78 690.0
2453203.92421 20.116 0.087 3.25 640.0
2453206.86711 20.732 0.221 5.76 497.0
2453210.93357 20.373 0.139 4.13 691.0
2453211.84970 20.111 0.122 5.19 521.0
2453216.76937 20.428 0.276 4.98 1752.0
2453224.81619 20.586 0.152 4.14 553.0
2453228.79409 20.382 0.173 5.74 533.0
2453230.76760 20.771 0.174 5.30 314.0
2453238.79866 20.866 0.263 5.97 486.0
2453239.83779 20.379 0.158 5.35 514.0
2453241.77686 20.872 0.242 4.81 651.0
2453243.89071 20.644 0.248 6.64 499.0
2453245.81688 20.469 0.187 5.26 681.0
2453247.81794 20.779 0.261 4.37 979.0
2453251.78400 20.189 0.094 3.83 477.0
2453254.77009 20.929 0.175 3.99 360.0
2453257.79715 20.564 0.122 3.89 406.0
2453259.74430 20.243 0.186 8.08 369.0
2453261.74310 20.919 0.195 3.74 456.0
2453263.74001 20.719 0.134 3.37 440.0
2453265.76541 20.950 0.253 4.73 527.0
2453267.74811 20.506 0.146 4.19 570.0
2453270.70182 20.698 0.219 5.89 467.0
2453275.65777 20.480 0.259 6.10 877.0
2453277.79073 20.329 0.164 4.11 929.0
2453279.72224 20.683 0.193 4.50 555.0
2453281.68804 20.202 0.105 3.94 518.0
2453283.68244 20.436 0.096 3.19 407.0
2453287.64873 20.347 0.128 4.85 445.0
2453289.66354 20.737 0.155 4.38 359.0
2453291.60191 21.060 0.277 5.08 539.0
2453294.61846 20.413 0.152 5.82 375.0
2453298.59269 20.855 0.201 4.56 478.0
2453300.59530 20.606 0.260 4.92 1092.0
2453302.57629 20.847 0.263 4.85 772.0
2453305.67230 20.803 0.236 4.37 829.0
2453309.60959 20.355 0.145 4.07 727.0
2453311.56513 21.002 0.289 5.02 633.0
2453314.60417 20.766 0.287 5.65 788.0
2453320.64208 20.799 0.187 3.93 579.0
2453323.59447 20.295 0.163 5.74 514.0
2453327.62256 20.734 0.235 5.22 572.0
2453330.59381 20.410 0.176 4.02 858.0
2453338.54531 20.641 0.229 5.54 665.0
2453350.55663 21.245 0.299 4.21 555.0
2453357.59373 20.333 0.144 4.46 657.0
2453361.59313 20.628 0.193 4.49 634.0
2453369.57641 20.746 0.183 3.55 767.0
2453372.59240 20.642 0.159 3.92 586.0
2453376.56842 19.966 0.117 4.96 703.0
2453380.55479 20.224 0.159 4.90 773.0
2453386.60162 20.392 0.117 3.78 561.0
2453395.55362 20.462 0.272 5.38 1156.0
2453402.59437 20.300 0.141 4.76 603.0
2453543.91056 20.822 0.268 4.26 1094.0
2453551.93133 20.841 0.273 5.33 685.0
2453558.91508 20.432 0.143 4.86 478.0
2453562.90585 20.353 0.112 3.47 531.0
2453568.89740 20.417 0.154 4.12 775.0
2453570.85525 20.132 0.187 5.87 908.0
2453575.85071 20.211 0.123 4.52 619.0
2453577.90728 20.454 0.172 5.43 585.0
2453579.84815 20.513 0.128 4.39 408.0
2453582.86949 21.094 0.266 3.95 774.0
2453583.88856 20.995 0.275 5.41 504.0
2453584.86109 20.979 0.283 5.09 683.0
2453586.87885 21.017 0.147 4.00 248.0
2453590.83561 20.293 0.103 3.80 477.0
2453592.79589 20.563 0.106 3.55 373.0
2453594.83667 20.479 0.132 4.53 434.0
2453600.92574 20.253 0.167 4.60 1064.0
2453603.74877 20.585 0.190 4.70 668.0
2453608.80538 21.017 0.211 4.53 397.0
2453614.83722 21.228 0.248 4.95 293.0
2453615.82293 20.567 0.183 6.18 382.0
2453618.82163 20.715 0.183 4.37 558.0
2453620.84809 20.701 0.155 3.75 478.0
2453622.80213 20.724 0.245 5.97 549.0
2453630.68510 20.088 0.169 5.61 976.0
2453632.66225 20.503 0.294 6.73 839.0
2453634.69275 20.632 0.164 4.88 435.0
2453637.69802 20.421 0.172 5.33 611.0
2453640.66314 20.985 0.204 4.74 371.0
2453644.69886 20.537 0.118 3.42 463.0
2453646.71636 20.280 0.140 6.01 409.0
2453650.73213 20.505 0.143 4.53 431.0
2453652.67357 20.229 0.098 3.93 421.0
2453654.64937 20.843 0.203 3.97 545.0
2453656.70259 20.612 0.182 4.49 560.0
2453657.73073 20.313 0.131 4.38 595.0
2453658.70427 20.441 0.197 5.65 608.0
2453659.68862 20.271 0.199 5.29 951.0
2453660.69431 20.620 0.227 3.86 1174.0
2453663.68506 20.599 0.233 4.85 844.0
2453665.71333 20.581 0.225 5.09 746.0
2453668.64193 20.731 0.214 5.86 428.0
2453668.66445 20.546 0.141 5.00 362.0
2453670.65307 20.434 0.173 5.75 473.0
2453672.58577 20.329 0.185 5.90 678.0
2453676.63138 21.151 0.265 3.83 589.0
2453684.62532 20.698 0.170 3.53 765.0
2453686.59103 20.916 0.252 3.54 938.0
2453688.56401 20.592 0.187 3.48 928.0
2453690.57769 20.829 0.277 4.81 840.0
2453693.57483 19.943 0.122 4.54 968.0
2453701.59457 20.601 0.191 4.72 579.0
2453703.60518 20.299 0.102 3.89 412.0
2453705.57742 20.565 0.119 3.81 388.0
2453707.57783 20.904 0.249 5.69 450.0
2453715.55106 20.649 0.189 4.38 613.0
2453719.63001 20.280 0.166 4.05 1019.0
2453722.57698 20.136 0.146 4.50 858.0
2453725.65703 20.769 0.284 4.74 892.0
2453730.56022 20.949 0.179 3.80 416.0
2453735.56288 20.516 0.155 4.24 550.0
2453743.53825 20.533 0.199 4.69 635.0
2453748.54216 19.982 0.179 5.33 1293.0
2453758.56175 20.118 0.160 6.02 625.0
2453773.52516 20.027 0.238 6.72 1279.0
2453777.55111 20.460 0.197 4.38 891.0
2453871.92152 20.123 0.177 5.45 1178.0
2453902.93837 20.675 0.278 6.21 766.0
2453915.90919 20.465 0.134 4.36 440.0
2453918.92845 20.649 0.179 4.66 517.0
2453934.89808 20.859 0.230 4.10 784.0
2453936.90631 20.535 0.155 4.00 542.0
2453938.89051 20.821 0.218 5.22 498.0
2453945.86027 21.149 0.249 4.24 521.0
2453950.84208 20.503 0.132 4.18 467.0
2453957.79771 20.054 0.210 5.94 1272.0
2453961.78236 20.167 0.151 5.17 743.0
2453964.78950 20.883 0.155 4.32 288.0
2453966.78173 20.712 0.152 4.36 358.0
2453968.77528 20.611 0.171 4.33 576.0
2453970.76690 21.017 0.169 3.53 378.0
2453973.73625 21.045 0.271 5.70 394.0
2453975.75118 20.414 0.136 5.00 429.0
2453980.68371 20.435 0.225 6.30 692.0
2453981.68356 20.572 0.148 4.25 524.0
2453986.72505 20.933 0.280 4.45 846.0
2453989.82210 20.108 0.167 5.14 896.0
2453994.66429 20.559 0.215 6.25 486.0
2454001.66398 21.338 0.255 3.88 414.0
2454003.63573 20.835 0.171 3.84 511.0
2454004.72425 20.609 0.154 4.66 416.0
2454005.70952 20.694 0.149 3.77 453.0
2454007.60275 20.428 0.166 4.89 620.0
2454008.61176 20.452 0.107 3.77 398.0
2454011.66218 20.930 0.260 5.35 517.0
2454014.66012 20.303 0.197 5.59 833.0
2454016.64139 20.714 0.213 4.36 758.0
2454018.63771 20.639 0.190 4.14 614.0
2454020.67043 20.717 0.188 4.70 526.0
2454023.62713 20.063 0.133 5.23 719.0
2454025.62746 20.301 0.146 4.37 765.0
2454027.61560 20.643 0.191 4.55 652.0
2454029.59787 20.247 0.130 4.55 574.0
2454031.58484 20.228 0.122 4.32 597.0
2454036.62023 20.341 0.122 5.05 379.0
2454038.57454 20.659 0.189 5.26 412.0
2454042.62387 20.652 0.208 4.05 853.0
2454044.66650 20.037 0.205 6.61 1079.0
2454047.57481 20.413 0.171 4.29 846.0
2454049.55058 20.716 0.175 3.59 673.0
2454051.60010 20.445 0.161 5.02 475.0
2454053.61107 20.734 0.148 3.60 440.0
2454057.57941 20.843 0.298 5.49 704.0
2454059.61393 20.492 0.171 4.09 777.0
2454063.60532 20.227 0.119 3.72 681.0
2454066.52022 20.352 0.192 5.00 776.0
2454068.58757 20.380 0.144 3.84 819.0
2454074.56395 20.406 0.181 4.66 879.0
2454079.56374 19.856 0.097 5.09 529.0
2454083.57125 20.275 0.194 5.88 786.0
2454087.59314 20.915 0.255 4.72 603.0
2454095.59407 20.300 0.130 3.98 608.0
2454107.55242 20.137 0.140 5.94 493.0
2454112.55283 20.415 0.168 5.32 519.0
2454119.54241 20.168 0.144 5.72 606.0
2454122.56869 20.300 0.197 6.88 528.0
2454128.56885 20.823 0.250 4.69 643.0
2454278.94066 20.609 0.253 6.04 655.0
2454281.76511 20.671 0.289 4.49 1506.0
2454282.90497 20.470 0.197 3.96 1156.0
2454283.83167 20.385 0.225 4.72 1300.0
2454284.89613 20.660 0.280 5.05 1219.0
2454289.87056 20.350 0.197 5.80 720.0
2454292.90383 20.642 0.151 3.40 644.0
2454295.89775 20.576 0.165 4.20 621.0
2454296.93199 20.501 0.124 3.91 428.0
2454298.85103 20.459 0.183 4.78 725.0
2454299.89453 20.597 0.128 3.87 412.0
2454300.91636 20.442 0.139 3.25 794.0
2454301.93521 20.484 0.129 4.33 417.0
2454303.82590 20.749 0.221 6.84 311.0
2454307.72291 20.983 0.285 4.10 850.0
2454308.90456 20.434 0.143 4.10 577.0
2454310.87664 20.422 0.196 4.26 1103.0
2454311.87811 20.055 0.220 6.07 1406.0
2454312.93839 20.642 0.198 4.36 822.0
2454314.80706 20.735 0.281 6.13 658.0
2454316.86676 20.567 0.187 4.10 837.0
2454320.85045 20.759 0.199 4.43 567.0
2454327.89789 20.483 0.261 5.92 1043.0
2454328.86795 20.495 0.224 5.21 961.0
2454329.86776 20.652 0.222 4.52 874.0
2454330.89858 20.270 0.148 5.80 466.0
2454332.91480 20.773 0.239 4.47 859.0
2454334.89174 20.544 0.296 7.23 715.0
2454339.86279 20.728 0.261 4.63 1059.0
2454340.81506 20.649 0.248 3.98 1436.0
2454341.80789 20.568 0.237 4.49 1150.0
2454342.88217 20.778 0.256 4.42 1033.0
2454343.80148 20.498 0.209 4.63 935.0
2454344.78365 20.276 0.138 3.91 872.0
2454346.75987 20.651 0.204 5.44 537.0
2454348.74561 20.222 0.141 5.05 596.0
2454350.72237 20.695 0.179 4.96 432.0
2454355.73907 20.644 0.241 6.36 564.0
2454358.68245 20.553 0.198 6.22 480.0
2454359.73968 20.930 0.268 5.05 637.0
2454362.69004 20.462 0.249 6.61 714.0
2454371.68775 20.576 0.250 5.43 815.0
2454376.69113 20.490 0.177 6.22 399.0
2454378.65780 20.381 0.176 6.41 478.0
2454379.68909 20.573 0.281 7.06 646.0
2454383.67678 20.316 0.128 3.81 753.0
2454388.70170 20.719 0.215 5.54 469.0
2454390.71063 20.792 0.210 4.18 625.0
2454394.59821 20.760 0.232 4.79 685.0
2454396.68161 20.396 0.189 4.92 892.0
2454398.68474 20.236 0.198 4.99 1130.0
2454402.66979 20.234 0.141 4.85 641.0
2454404.68626 20.519 0.287 6.81 772.0
2454407.69476 20.854 0.241 5.21 512.0
2454409.71034 20.292 0.169 4.81 939.0
2454411.70548 20.560 0.175 4.79 579.0
2454415.70933 20.241 0.221 6.83 763.0
2454417.65933 20.278 0.122 4.37 522.0
2454420.64577 20.573 0.221 4.64 889.0
2454422.67778 20.630 0.229 5.45 704.0
2454424.67484 20.089 0.138 4.55 1002.0
2454427.56061 20.169 0.157 5.03 965.0
2454431.59083 19.922 0.143 5.88 796.0
2454433.59674 20.046 0.139 5.62 657.0
2454435.58507 20.003 0.111 4.24 806.0
2454438.64516 19.919 0.124 5.25 823.0
2454440.61464 19.823 0.105 4.86 674.0
2454442.57612 19.911 0.153 6.23 770.0
2454444.60085 19.913 0.187 7.28 913.0
2454450.63331 19.986 0.182 7.29 717.0
2454452.61103 19.951 0.121 4.76 821.0
2454454.63125 19.527 0.091 5.13 923.0
2454455.57332 19.433 0.075 4.67 741.0
2454457.58224 19.204 0.085 5.95 1019.0
2454460.53664 19.203 0.068 5.03 849.0
2454462.54299 19.210 0.080 6.44 805.0
2454462.55188 18.992 0.068 6.70 745.0
2454462.58085 19.082 0.064 5.98 759.0
2454463.53161 19.018 0.084 5.67 1722.0
2454463.60018 19.148 0.061 5.91 618.0
2454464.54673 19.007 0.054 6.36 521.0
2454465.56494 18.972 0.048 4.76 847.0
2454465.59827 18.890 0.043 4.91 731.0
2454466.57068 18.769 0.047 5.41 751.0
2454466.60503 18.764 0.045 5.61 689.0
2454467.55904 18.764 0.048 6.76 576.0
2454467.58298 18.852 0.053 6.84 550.0
2454468.58457 18.555 0.031 5.01 590.0
2454468.61945 18.681 0.035 5.31 590.0
2454469.56751 18.586 0.034 5.48 484.0
2454469.60469 18.646 0.032 5.05 499.0
2454470.55149 18.485 0.037 5.43 783.0
2454470.58241 18.546 0.037 5.22 793.0
2454471.53990 18.399 0.032 5.29 740.0
2454471.56751 18.378 0.030 5.19 674.0
2454472.54427 18.308 0.027 5.27 681.0
2454472.57332 18.311 0.023 4.41 654.0
2454473.55546 18.274 0.030 5.96 598.0
2454473.57804 18.292 0.036 6.44 718.0
2454474.55712 18.230 0.033 5.92 797.0
2454474.61956 18.198 0.030 5.37 939.0
2454474.64329 18.244 0.029 5.06 889.0
2454475.55319 18.196 0.025 5.87 504.0
2454475.59625 18.178 0.024 5.13 614.0
2454475.65981 18.236 0.034 6.20 827.0
2454476.57049 18.155 0.023 5.65 525.0
2454476.59802 18.179 0.022 5.30 543.0
2454476.64499 18.212 0.022 4.73 551.0
2454477.60317 18.199 0.027 6.84 452.0
2454477.64902 18.180 0.028 6.57 582.0
2454478.57335 18.258 0.029 6.07 571.0
2454478.63692 18.316 0.038 6.94 757.0
2454479.56648 18.362 0.034 5.92 713.0
2454479.62302 18.421 0.041 6.59 789.0
2454480.55113 18.403 0.031 4.87 783.0
2454480.59811 18.406 0.031 5.45 773.0
2454481.60650 18.508 0.040 6.13 873.0
2454481.63189 18.435 0.039 5.78 916.0
2454482.56351 18.554 0.045 5.75 1141.0
2454482.62793 18.673 0.056 6.03 1217.0
2454483.58917 18.622 0.047 5.94 841.0
2454483.63367 18.612 0.044 5.17 981.0
2454484.58793 18.721 0.055 5.26 1186.0
2454486.57294 19.013 0.077 6.06 1258.0
2454486.57701 18.905 0.073 6.23 1248.0
2454486.62667 18.861 0.073 6.34 1403.0
2454487.61830 18.982 0.087 5.96 1631.0
2454488.57799 19.005 0.086 6.80 1357.0
2454488.58216 19.191 0.101 6.29 1391.0
2454488.61576 18.921 0.078 5.64 1602.0
2454489.61478 19.083 0.099 6.68 1237.0
2454490.61543 19.077 0.070 6.14 896.0
2454491.61392 19.212 0.079 6.24 778.0
2454492.58016 19.322 0.079 6.26 617.0
2454492.60596 19.463 0.083 5.16 706.0
2454498.54290 19.786 0.143 6.25 819.0
2454502.55681 19.664 0.094 5.09 612.0
2454519.51844 20.235 0.216 6.44 957.0
2454519.52808 20.161 0.201 6.63 843.0
2454519.53169 20.109 0.177 6.32 862.0
2454643.91962 20.212 0.160 5.59 672.0
2454652.94373 20.515 0.253 5.23 1140.0
2454655.90180 20.877 0.244 4.43 778.0
2454661.91561 20.473 0.188 5.13 687.0
2454662.83919 20.593 0.150 3.31 690.0
2454662.93706 20.460 0.131 3.25 764.0
2454663.78790 19.923 0.178 6.42 1143.0
2454665.86106 20.286 0.203 4.67 1375.0
2454670.94296 20.590 0.263 4.78 1260.0
2454673.94149 20.331 0.262 6.70 1059.0
2454684.87125 20.393 0.159 4.09 861.0
2454686.83118 20.479 0.120 3.93 461.0
2454688.84741 20.508 0.154 3.94 646.0
2454690.77276 20.665 0.177 4.52 507.0
2454694.82237 20.166 0.214 6.38 981.0
2454699.78772 20.574 0.183 4.34 700.0
2454700.82161 20.657 0.201 4.73 626.0
2454701.82929 20.377 0.167 5.50 508.0
2454703.78851 21.048 0.291 5.41 483.0
2454704.80720 20.566 0.148 5.11 341.0
2454705.81480 20.479 0.220 6.74 503.0
2454707.83221 20.676 0.160 4.53 424.0
2454709.76302 20.545 0.152 4.65 437.0
2454715.77158 20.270 0.162 7.40 366.0
2454720.70507 20.641 0.215 5.55 580.0
2454722.72029 21.102 0.277 4.27 667.0
